locationid	dateforecastfor	dateforecastmade	maxtemp	mintemp	tempunit	conditions	conditionsicon
Edinburgh	2017-03-28	2017-03-28	9	6	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-03-29	2017-03-29	12	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-03-30	2017-03-30	15	10	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-03-31	2017-03-31	15	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-04-01	2017-04-01	15	2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-04-02	2017-04-02	15	5	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2017-04-03	2017-04-03	13	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-04-04	2017-04-04	13	6	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2017-04-05	2017-04-05	12	4	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-04-06	2017-04-06	14	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-04-08	2017-04-08	18	8	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2017-04-07	2017-04-07	12	3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-04-09	2017-04-09	15	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-04-10	2017-04-10	12	5	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-04-12	2017-04-12	13	4	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-04-11	2017-04-11	12	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-04-13	2017-04-13	12	6	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2017-04-14	2017-04-14	12	3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-04-15	2017-04-15	11	3	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-04-16	2017-04-16	8	3	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-04-17	2017-04-17	11	-1	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-04-18	2017-04-18	10	5	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Edinburgh	2017-04-19	2017-04-19	13	8	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2017-04-20	2017-04-20	15	9	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Edinburgh	2017-04-21	2017-04-21	15	2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-04-22	2017-04-22	13	2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-04-23	2017-04-23	14	5	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-04-24	2017-04-24	10	0	C	Chance of Snow	http://icons.wxug.com/i/c/k/chancesnow.gif
Edinburgh	2017-04-25	2017-04-25	7	-1	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-04-26	2017-04-26	10	5	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-04-27	2017-04-27	13	2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-04-28	2017-04-28	13	4	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-04-29	2017-04-29	13	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-04-30	2017-04-30	13	7	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-05-01	2017-05-01	11	7	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Edinburgh	2017-05-02	2017-05-02	11	6	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2017-05-03	2017-05-03	13	6	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Edinburgh	2017-05-04	2017-05-04	10	5	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2017-05-05	2017-05-05	12	5	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-05-06	2017-05-06	12	6	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2017-05-07	2017-05-07	14	5	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-05-08	2017-05-08	11	3	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2017-05-09	2017-05-09	19	5	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2017-05-10	2017-05-10	13	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-05-11	2017-05-11	15	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-05-12	2017-05-12	12	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-05-13	2017-05-13	15	10	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-05-14	2017-05-14	18	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-05-15	2017-05-15	16	13	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Edinburgh	2017-05-16	2017-05-16	18	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-05-17	2017-05-17	17	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-05-18	2017-05-18	16	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-05-19	2017-05-19	16	7	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-05-20	2017-05-20	13	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-05-21	2017-05-21	17	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-05-22	2017-05-22	18	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-05-23	2017-05-23	19	12	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-05-24	2017-05-24	22	12	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-05-25	2017-05-25	22	14	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2017-05-26	2017-05-26	27	14	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2017-05-27	2017-05-27	20	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-05-28	2017-05-28	24	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-05-29	2017-05-29	14	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-05-31	2017-05-31	19	13	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2017-05-30	2017-05-30	20	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-06-01	2017-06-01	20	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-06-02	2017-06-02	21	8	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2017-06-03	2017-06-03	17	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-06-04	2017-06-04	17	8	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-06-05	2017-06-05	19	9	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-06-06	2017-06-06	12	7	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-06-07	2017-06-07	17	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-06-08	2017-06-08	12	10	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-06-09	2017-06-09	17	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-06-10	2017-06-10	21	13	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2017-06-11	2017-06-11	17	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-06-12	2017-06-12	16	9	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2017-06-13	2017-06-13	20	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-06-14	2017-06-14	20	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-06-15	2017-06-15	21	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-06-16	2017-06-16	18	14	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Edinburgh	2017-06-17	2017-06-17	27	14	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-06-18	2017-06-18	27	14	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-06-19	2017-06-19	21	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-06-20	2017-06-20	15	12	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-06-21	2017-06-21	20	13	C	Chance of a Thunderstorm	http://icons.wxug.com/i/c/k/chancetstorms.gif
Edinburgh	2017-06-22	2017-06-22	22	13	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-06-23	2017-06-23	18	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-06-24	2017-06-24	16	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-06-25	2017-06-25	18	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-06-26	2017-06-26	15	10	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-06-27	2017-06-27	13	11	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Edinburgh	2017-06-28	2017-06-28	14	10	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-06-29	2017-06-29	11	11	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-06-30	2017-06-30	13	11	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Edinburgh	2017-07-01	2017-07-01	19	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-07-02	2017-07-02	18	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-07-03	2017-07-03	19	9	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2017-07-04	2017-07-04	13	9	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2017-07-05	2017-07-05	17	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-07-06	2017-07-06	20	13	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-07-07	2017-07-07	20	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-07-08	2017-07-08	21	12	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-07-09	2017-07-09	15	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-07-10	2017-07-10	13	10	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-07-11	2017-07-11	15	8	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2017-07-12	2017-07-12	18	11	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2017-07-13	2017-07-13	20	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-07-14	2017-07-14	18	13	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-07-15	2017-07-15	22	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-07-16	2017-07-16	20	12	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-07-17	2017-07-17	23	9	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2017-07-18	2017-07-18	25	12	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2017-07-19	2017-07-19	17	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-07-20	2017-07-20	18	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-07-21	2017-07-21	19	12	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-07-22	2017-07-22	15	12	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-07-23	2017-07-23	16	11	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2017-07-24	2017-07-24	18	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-07-25	2017-07-25	16	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-07-26	2017-07-26	18	10	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-07-27	2017-07-27	20	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-07-28	2017-07-28	20	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-07-29	2017-07-29	21	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-07-30	2017-07-30	21	11	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-07-31	2017-07-31	20	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-08-01	2017-08-01	20	9	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-08-02	2017-08-02	20	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-08-03	2017-08-03	21	13	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-08-04	2017-08-04	17	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-08-05	2017-08-05	18	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-08-06	2017-08-06	16	10	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-08-07	2017-08-07	19	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-08-08	2017-08-08	18	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-08-09	2017-08-09	20	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-08-10	2017-08-10	16	13	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2017-08-11	2017-08-11	21	11	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2017-08-12	2017-08-12	18	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-08-13	2017-08-13	20	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-08-14	2017-08-14	18	12	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-08-15	2017-08-15	21	10	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2017-08-16	2017-08-16	18	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-08-17	2017-08-17	22	11	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-08-18	2017-08-18	16	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-08-19	2017-08-19	17	10	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-08-20	2017-08-20	17	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-08-21	2017-08-21	16	14	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-08-22	2017-08-22	19	14	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-08-23	2017-08-23	22	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-08-24	2017-08-24	21	13	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2017-08-25	2017-08-25	18	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-08-26	2017-08-26	21	10	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-08-27	2017-08-27	21	16	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Edinburgh	2017-08-28	2017-08-28	21	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-08-29	2017-08-29	16	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-08-30	2017-08-30	18	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-08-31	2017-08-31	20	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-09-01	2017-09-01	17	6	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2017-09-02	2017-09-02	20	10	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-09-03	2017-09-03	18	13	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-09-04	2017-09-04	17	12	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-09-08	2017-09-08	17	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-09-05	2017-09-05	17	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-09-06	2017-09-06	18	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-09-07	2017-09-07	15	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-09-09	2017-09-09	18	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-09-10	2017-09-10	16	8	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-09-11	2017-09-11	16	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-09-12	2017-09-12	16	8	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-09-13	2017-09-13	13	7	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-09-14	2017-09-14	15	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-09-15	2017-09-15	15	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-09-16	2017-09-16	12	8	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-09-17	2017-09-17	15	6	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Edinburgh	2017-09-18	2017-09-18	13	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-09-19	2017-09-19	17	9	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2017-09-20	2017-09-20	17	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-09-21	2017-09-21	16	7	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-09-22	2017-09-22	15	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-09-23	2017-09-23	18	12	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Edinburgh	2017-09-24	2017-09-24	18	12	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-09-25	2017-09-25	16	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-09-26	2017-09-26	17	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-09-27	2017-09-27	17	11	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-09-28	2017-09-28	18	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-09-29	2017-09-29	17	7	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-09-30	2017-09-30	13	5	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2017-10-01	2017-10-01	16	10	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-10-02	2017-10-02	14	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-10-03	2017-10-03	13	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-10-04	2017-10-04	11	7	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-10-05	2017-10-05	15	4	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2017-10-06	2017-10-06	13	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-10-07	2017-10-07	16	8	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-10-08	2017-10-08	16	10	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Edinburgh	2017-10-09	2017-10-09	16	9	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-10-10	2017-10-10	13	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-10-11	2017-10-11	13	8	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-10-12	2017-10-12	13	11	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-10-13	2017-10-13	20	11	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Edinburgh	2017-10-14	2017-10-14	15	12	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-10-15	2017-10-15	17	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-10-16	2017-10-16	13	12	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-10-17	2017-10-17	13	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-10-18	2017-10-18	11	9	C	Overcast	http://icons.wxug.com/i/c/k/cloudy.gif
Edinburgh	2017-10-19	2017-10-19	13	10	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-10-20	2017-10-20	16	9	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-10-21	2017-10-21	12	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-10-22	2017-10-22	13	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-10-23	2017-10-23	15	9	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-10-24	2017-10-24	14	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-10-25	2017-10-25	13	9	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-10-26	2017-10-26	13	4	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2017-10-27	2017-10-27	11	8	C	Mostly Cloudy	http://icons.wxug.com/i/c/k/mostlycloudy.gif
Edinburgh	2017-10-28	2017-10-28	13	6	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-10-29	2017-10-29	11	1	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2017-10-30	2017-10-30	8	8	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-10-31	2017-10-31	14	11	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-11-01	2017-11-01	12	4	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-11-02	2017-11-02	9	5	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-11-03	2017-11-03	10	6	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-11-04	2017-11-04	9	2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-11-05	2017-11-05	7	-1	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2017-11-06	2017-11-06	11	6	C	Rain	http://icons.wxug.com/i/c/k/rain.gif
Edinburgh	2017-11-07	2017-11-07	11	2	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2017-11-08	2017-11-08	7	7	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-11-09	2017-11-09	11	4	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-11-10	2017-11-10	7	2	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-11-11	2017-11-11	7	1	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
Edinburgh	2017-11-12	2017-11-12	6	-2	C	Clear	http://icons.wxug.com/i/c/k/clear.gif
Edinburgh	2017-11-13	2017-11-13	6	6	C	Chance of Rain	http://icons.wxug.com/i/c/k/chancerain.gif
Edinburgh	2017-11-14	2017-11-14	10	3	C	Partly Cloudy	http://icons.wxug.com/i/c/k/partlycloudy.gif
